Meter_ID,Dwelling_Type,Num_Occupants,House_Area_sqft,Connected_Load_kW,Meter_Age_Years,Date,Temperature_C,Humidity_pct,Grid_Outage_Hours,Appliance_Score,Anomaly_Type,Meter_Bypass_Signal,Has_Solar_Panel,Voltage_V,Power_Factor,Expected_Energy_kWh,Actual_Energy_kWh,Peak_Hour_Usage_kWh,Off_Peak_Usage_kWh
IN-KL-ELC-65732489,Villa,8,2016,4.61,14,08-11-2023,25.74,65.21,6.75,6.0,0,0,0,223.59,0.96,33.67 kWh,55.01 kWh,31.63 kWh,15.12 kWh
IN-KL-ELC-03693305,Independent House,6,1316,2.9,3,26-03-2023,37.47,77.92,2.04,7.0,0,0,1,222.47,0.83,43.32 kWh,91.31 kWh,58.07 kWh,25.57 kWh
IN-KL-ELC-16277204,Commercial,6,3512,9.83,8,04-10-2023,24.77,68.84,0.0,12.0,1,1,0,227.35,0.79,25.56 kWh,92.68 kWh,52.48 kWh,24.86 kWh
IN-KL-ELC-01857246,Commercial,6,1362,9.43,7,17-02-2022,27.97,54.45,0.0,1.0,4,0,1,234.17,0.73,43.84 kWh,137.57 kWh,80.79 kWh,35.40 kWh
IN-KL-ELC-26912512,Villa,2,2489,7.66,9,13-07-2023,30.87,80.71,0.95,12.0,0,0,0,226.15,0.84,37.29 kWh,70.36 kWh,44.17 kWh,20.79 kWh
IN-KL-ELC-95277507,Apartment,5,4507,12.95,12,20-09-2022,25.36,81.27,0.0,21.0,0,0,1,237.98,0.9,,110.36 kWh,61.12 kWh,30.19 kWh
IN-KL-ELC-95568759,Commercial,6,738,1.54,19,13-10-2023,26.91,55.12,0.0,1.0,1,1,1,211.59,0.74,12.98 kWh,20.16 kWh,11.91 kWh,5.51 kWh
IN-KL-ELC-04347104,Independent House,5,1065,1.5,15,30-08-2023,29.4,89.34,0.0,2.0,2,0,0,209.14,0.84,18.02 kWh,42.51 kWh,22.83 kWh,12.24 kWh
IN-KL-ELC-80306873,Villa,3,4664,9.7,19,02-03-2022,36.12,64.66,4.64,11.0,4,0,0,218.54,0.73,54.15 kWh,200.00 kWh,111.02 kWh,72.84 kWh
IN-KL-ELC-10528294,Commercial,2,1235,4.53,10,12-06-2023,31.38,75.56,6.41,21.0,0,0,0,229.56,0.98,34.61 kWh,77.09 kWh,45.63 kWh,21.90 kWh
IN-KL-ELC-28267184,Apartment,1,801,1.5,11,09-06-2022,29.51,78.77,3.58,8.0,0,0,0,232.97,0.79,5.58 kWh,9.27 kWh,5.29 kWh,2.22 kWh
IN-KL-ELC-74863850,Independent House,7,3993,11.9,19,29-03-2022,35.77,79.09,0.0,17.0,3,0,1,225.25,0.89,-28.24 kWh,36.91 kWh,19.29 kWh,13.56 kWh
IN-KL-ELC-36213176,Apartment,1,2197,6.26,2,26-09-2022,25.89,76.18,6.45,23.0,3,0,1,227.13,0.82,-17.34 kWh,61.86 kWh,30.39 kWh,20.94 kWh
IN-KL-ELC-00061602,Villa,1,3194,9.51,9,30-05-2022,28.81,77.36,1.93,13.0,1,0,0,231.54,0.72,9.69 kWh,139.43 kWh,82.64 kWh,33.46 kWh
IN-KL-ELC-98032068,Apartment,5,699,2.56,18,22-11-2022,24.03,65.56,0.0,1.0,1,1,0,223.66,0.74,17.16 kWh,42.58 kWh,24.04 kWh,15.08 kWh
IN-KL-ELC-92992904,Commercial,8,3544,8.69,3,19-12-2023,25.49,52.87,0.0,7.0,0,0,0,228.99,0.92,42.59 kWh,84.36 kWh,51.16 kWh,22.32 kWh
IN-KL-ELC-57421126,Independent House,8,2045,6.91,4,24-07-2023,28.86,83.41,1.33,24.0,0,0,0,229.93,0.92,28.04 kWh,63.72 kWh,34.36 kWh,17.57 kWh
IN-KL-ELC-36591531,Apartment,3,814,3.88,12,01-12-2023,22.86,47.57,0.0,13.0,0,0,0,220.45,0.83,42.56 kWh,59.34 kWh,32.27 kWh,16.40 kWh
IN-KL-ELC-02654307,Apartment,5,2329,7.87,2,06-10-2023,25.72,46.05,6.75,22.0,3,0,1,231.13,0.92,-26.88 kWh,68.35 kWh,37.05 kWh,20.48 kWh
IN-KL-ELC-56688830,Commercial,3,4263,11.89,17,04-06-2022,31.79,85.41,7.38,22.0,0,0,0,234.64,0.77,36.58 kWh,62.85 kWh,33.75 kWh,20.33 kWh
IN-KL-ELC-71147544,Commercial,7,1495,14.41,4,30-08-2022,30.3,91.31,0.0,3.0,4,0,0,234.33,0.67,23.20 kWh,84.07 kWh,44.46 kWh,23.85 kWh
IN-KL-ELC-90149674,Villa,8,4325,10.75,18,21-02-2023,23.23,60.67,0.0,8.0,3,0,1,236.69,0.93,-5.13 kWh,31.49 kWh,16.07 kWh,10.56 kWh
IN-KL-ELC-77561357,Apartment,1,2962,9.99,10,11-01-2023,28.35,50.52,0.0,10.0,1,1,0,229.91,0.7,36.13 kWh,114.58 kWh,66.63 kWh,30.52 kWh
IN-KL-ELC-84574185,Commercial,1,4188,10.5,19,13-04-2022,30.42,63.39,4.24,14.0,0,0,0,228.66,0.93,49.58 kWh,107.48 kWh,60.43 kWh,37.02 kWh
IN-KL-ELC-16753499,Independent House,1,4200,12.15,6,02-12-2022,28.3,69.07,3.97,24.0,4,0,0,236.83,0.7,50.18 kWh,200.00 kWh,126.82 kWh,51.23 kWh
IN-KL-ELC-75902244,Commercial,7,471,1.5,17,17-10-2023,26.14,52.47,1.32,4.0,0,0,1,238.81,0.88,19.34 kWh,40.59 kWh,21.48 kWh,14.76 kWh
IN-KL-ELC-43765569,Independent House,8,3151,9.96,11,18-03-2023,32.35,79.56,0.0,2.0,3,0,1,234.76,0.79,-29.35 kWh,27.77 kWh,16.13 kWh,9.16 kWh
IN-KL-ELC-51195209,Villa,4,4185,12.01,17,20-03-2023,30.63,64.49,0.0,7.0,0,0,0,221.78,0.79,54.37 kWh,154.53 kWh,88.45 kWh,40.07 kWh
IN-KL-ELC-39140979,Villa,3,3065,9.01,9,10-01-2022,25.01,55.4,0.0,19.0,2,0,1,235.8,0.73,30.70 kWh,86.12 kWh,53.39 kWh,24.08 kWh
IN-KL-ELC-46680792,Villa,8,1215,3.56,12,19-04-2022,33.49,61.76,7.19,4.0,2,0,0,227.27,0.76,17.64 kWh,31.07 kWh,15.37 kWh,10.49 kWh
IN-KL-ELC-51465754,Apartment,1,4550,11.22,2,20-02-2023,28.44,65.52,0.0,21.0,0,0,0,225.77,0.84,37.78 kWh,79.70 kWh,46.17 kWh,19.97 kWh
IN-KL-ELC-05301358,Commercial,1,1032,2.59,4,24-09-2023,31.22,80.75,4.7,1.0,0,0,1,233.97,0.85,-26.40 kWh,1.80 kWh,0.97 kWh,0.56 kWh
IN-KL-ELC-77620693,Apartment,4,1762,5.74,8,10-02-2023,27.42,46.08,5.16,4.0,0,0,0,232.43,0.97,53.83 kWh,105.66 kWh,62.25 kWh,31.70 kWh
IN-KL-ELC-28204739,Independent House,8,1189,3.85,11,29-08-2023,31.62,78.0,0.0,25.0,0,0,0,224.82,0.99,38.57 kWh,55.13 kWh,30.48 kWh,14.71 kWh
IN-KL-ELC-71148630,Independent House,1,1235,5.95,16,11-11-2022,27.22,59.16,5.48,13.0,2,0,0,198.64,0.82,48.74 kWh,100.00 kWh,60.92 kWh,30.89 kWh
IN-KL-ELC-85719787,Independent House,5,720,8.25,7,18-06-2023,27.52,81.95,0.0,11.0,4,0,1,214.0,0.72,44.39 kWh,200.00 kWh,108.79 kWh,61.87 kWh
IN-KL-ELC-82438757,Independent House,2,1598,4.4,19,27-01-2022,28.19,57.89,4.96,12.0,0,0,0,235.87,0.71,42.40 kWh,92.90 kWh,51.08 kWh,24.71 kWh
IN-KL-ELC-15305814,Commercial,6,2930,8.33,12,24-03-2023,33.34,62.81,0.0,12.0,3,0,1,239.16,0.85,-25.75 kWh,46.90 kWh,25.07 kWh,12.50 kWh
IN-KL-ELC-66385640,Apartment,8,3684,12.14,3,14-02-2023,26.62,67.22,0.0,24.0,0,0,1,231.39,0.92,43.84 kWh,,56.96 kWh,26.08 kWh
IN-KL-ELC-71997987,Apartment,4,2121,6.93,17,07-10-2023,25.64,53.53,0.0,12.0,1,1,0,220.74,0.85,37.77 kWh,63.88 kWh,36.36 kWh,19.01 kWh
IN-KL-ELC-08530279,Commercial,4,2422,7.51,1,10-02-2023,22.83,61.1,0.0,16.0,3,0,1,216.36,0.86,19.84 kWh,19.11 kWh,11.35 kWh,5.02 kWh
IN-KL-ELC-35966581,Apartment,7,3532,11.75,1,01-01-2023,22.31,49.47,0.0,22.0,0,0,1,225.97,0.83,46.40 kWh,85.21 kWh,45.87 kWh,31.83 kWh
IN-KL-ELC-31281235,Villa,8,2476,7.52,12,26-08-2022,31.67,82.37,0.0,17.0,2,0,0,232.48,0.77,33.84 kWh,92.25 kWh,46.43 kWh,31.97 kWh
IN-KL-ELC-17053801,Independent House,1,462,2.08,19,22-04-2022,36.03,71.33,2.13,9.0,3,0,1,230.75,0.84,-5.47 kWh,9.27 kWh,5.06 kWh,3.04 kWh
IN-KL-ELC-48606759,Villa,4,1338,5.42,11,30-03-2023,34.89,64.6,0.0,15.0,2,0,0,221.5,0.76,48.69 kWh,86.39 kWh,47.47 kWh,24.14 kWh
IN-KL-ELC-99499679,Commercial,1,2020,4.83,18,30-08-2022,29.78,75.92,1.03,1.0,1,1,0,226.4,0.8,11.19 kWh,56.33 kWh,31.17 kWh,22.32 kWh
IN-KL-ELC-51493837,Commercial,5,2861,8.05,13,24-07-2023,29.81,81.2,0.0,17.0,0,0,0,224.31,0.79,53.61 kWh,104.94 kWh,54.56 kWh,39.49 kWh
IN-KL-ELC-86015965,Commercial,6,3956,12.86,19,01-12-2023,28.7,63.4,0.83,11.0,0,0,1,226.81,0.81,40.29 kWh,57.45 kWh,35.29 kWh,15.42 kWh
IN-KL-ELC-50102885,Commercial,8,912,4.29,12,05-09-2022,25.47,86.36,0.0,18.0,2,0,0,237.44,0.85,49.07 kWh,100.00 kWh,62.37 kWh,25.76 kWh
IN-KL-ELC-35313266,Commercial,7,758,2.79,11,21-09-2023,24.61,87.01,0.0,3.0,1,1,0,208.07,0.7,44.35 kWh,23.12 kWh,12.48 kWh,6.54 kWh
IN-KL-ELC-52010809,Commercial,7,1817,5.55,2,05-09-2022,29.85,87.89,1.53,4.0,0,0,1,225.32,0.82,-50.99 kWh,1.84 kWh,1.04 kWh,0.61 kWh
IN-KL-ELC-84078592,Apartment,5,2353,5.38,2,15-06-2023,29.16,81.49,6.5,1.0,0,0,1,230.29,0.97,-31.53 kWh,1.76 kWh,1.02 kWh,0.60 kWh
IN-KL-ELC-93028003,Villa,7,1789,5.48,19,19-08-2022,28.81,86.11,0.0,25.0,0,0,1,228.55,0.76,57.28 kWh,115.83 kWh,61.20 kWh,43.93 kWh
IN-KL-ELC-85634005,Apartment,8,2169,11.62,2,25-03-2023,35.75,60.15,1.56,3.0,4,0,1,207.44,0.74,47.83 kWh,174.52 kWh,107.28 kWh,42.65 kWh
IN-KL-ELC-79569119,Villa,5,3891,11.83,4,09-01-2022,29.86,57.86,0.0,9.0,0,0,1,232.77,0.85,,70.97 kWh,42.71 kWh,19.33 kWh
IN-KL-ELC-22363704,Independent House,4,2052,7.28,2,25-02-2022,22.57,60.22,5.59,6.0,1,1,0,232.94,0.79,28.46 kWh,121.96 kWh,72.65 kWh,29.59 kWh
IN-KL-ELC-66962367,Commercial,3,3551,14.08,13,30-07-2023,27.84,78.5,0.0,19.0,4,0,0,231.06,0.68,43.90 kWh,200.00 kWh,134.34 kWh,54.66 kWh
IN-KL-ELC-47715952,Independent House,1,916,2.49,18,17-12-2023,28.89,65.99,0.0,13.0,0,0,1,235.65,0.73,48.15 kWh,84.38 kWh,49.59 kWh,29.84 kWh
IN-KL-ELC-04833177,Apartment,1,1277,4.09,7,13-09-2023,31.65,85.11,4.21,9.0,0,0,0,239.01,0.92,55.83 kWh,87.07 kWh,46.56 kWh,26.69 kWh
IN-KL-ELC-44339860,Independent House,3,1735,8.26,9,11-07-2022,26.39,81.01,0.0,21.0,2,0,1,222.49,0.84,51.27 kWh,100.00 kWh,59.98 kWh,29.88 kWh
IN-KL-ELC-49839731,Villa,1,3133,10.91,1,24-11-2023,22.96,63.24,0.0,7.0,0,0,0,222.86,0.92,45.35 kWh,60.44 kWh,30.96 kWh,19.26 kWh
IN-KL-ELC-02403465,Commercial,2,809,3.33,7,29-01-2022,28.91,49.54,0.0,14.0,1,1,0,232.42,0.79,35.40 kWh,41.47 kWh,23.04 kWh,11.66 kWh
IN-KL-ELC-10464728,Apartment,6,986,3.92,12,05-07-2022,27.98,83.64,1.53,7.0,1,0,1,227.06,0.83,6.93 kWh,38.48 kWh,25.29 kWh,9.91 kWh
IN-KL-ELC-94318936,Apartment,7,3685,11.0,17,19-09-2022,27.03,78.07,2.22,7.0,3,0,1,234.57,0.81,-23.42 kWh,9.79 kWh,5.07 kWh,2.80 kWh
IN-KL-ELC-00532345,Commercial,3,3756,13.74,19,18-03-2022,35.06,72.42,0.0,6.0,1,0,0,228.6,0.78,37.09 kWh,158.99 kWh,89.07 kWh,49.70 kWh
IN-KL-ELC-58544068,Apartment,6,3592,10.25,16,09-12-2022,27.21,57.89,5.29,3.0,0,0,1,231.48,0.8,-50.06 kWh,1.43 kWh,0.78 kWh,0.54 kWh
IN-KL-ELC-52699139,Apartment,5,4499,12.97,14,11-04-2023,34.49,55.86,5.57,19.0,2,0,0,224.97,0.8,14.53 kWh,42.97 kWh,26.37 kWh,10.77 kWh
IN-KL-ELC-42058334,Commercial,6,3553,10.76,3,23-01-2022,25.12,62.85,4.92,3.0,0,0,1,223.9,0.81,44.14 kWh,72.76 kWh,35.05 kWh,24.62 kWh
IN-KL-ELC-34811448,Apartment,7,4671,14.02,9,16-03-2022,28.14,57.89,0.0,23.0,3,0,1,227.12,0.92,-27.53 kWh,46.85 kWh,23.61 kWh,15.20 kWh
IN-KL-ELC-61226476,Apartment,1,3206,11.79,10,30-05-2022,31.2,75.08,0.0,8.0,3,0,1,242.58,0.9,-28.01 kWh,10.03 kWh,5.38 kWh,3.06 kWh
IN-KL-ELC-18289987,Commercial,3,1522,3.3,14,07-07-2023,28.19,86.67,5.97,16.0,1,1,0,242.28,0.72,13.55 kWh,31.57 kWh,18.05 kWh,11.70 kWh
IN-KL-ELC-03869767,Villa,6,1039,3.97,19,24-10-2023,26.23,59.21,0.0,18.0,1,0,0,224.79,0.79,15.01 kWh,48.87 kWh,28.07 kWh,11.96 kWh
IN-KL-ELC-89178975,Independent House,2,2750,7.72,11,23-08-2023,27.62,76.89,0.0,22.0,0,0,0,232.73,0.85,47.63 kWh,104.51 kWh,67.30 kWh,28.33 kWh
IN-KL-ELC-75306159,Independent House,2,2418,8.26,1,30-08-2023,24.74,81.53,7.01,6.0,0,0,0,230.04,0.96,18.93 kWh,25.36 kWh,16.14 kWh,6.53 kWh
IN-KL-ELC-37967791,Villa,6,3168,8.7,7,29-07-2022,,81.05,4.7,2.0,0,0,1,223.83,0.87,26.74 kWh,43.83 kWh,27.57 kWh,11.78 kWh
IN-KL-ELC-38472173,Independent House,4,4729,13.21,19,28-06-2022,29.68,80.17,0.0,18.0,3,0,1,233.12,0.9,-6.52 kWh,60.17 kWh,30.62 kWh,20.17 kWh
IN-KL-ELC-46925940,Apartment,5,1401,5.17,10,19-06-2023,31.45,91.35,0.0,2.0,2,0,1,227.21,0.75,13.47 kWh,39.39 kWh,25.81 kWh,10.54 kWh
IN-KL-ELC-30024204,Apartment,7,2538,7.15,2,15-03-2023,31.95,64.19,0.0,14.0,0,0,0,231.44,0.86,48.30 kWh,133.11 kWh,77.30 kWh,40.32 kWh
IN-KL-ELC-02019523,Commercial,5,2772,13.53,10,27-02-2022,22.81,46.45,0.0,7.0,4,0,0,221.16,0.76,58.67 kWh,187.19 kWh,109.70 kWh,46.65 kWh
IN-KL-ELC-39371015,Villa,6,1082,4.77,16,12-10-2023,28.25,51.37,0.0,12.0,2,0,0,233.75,0.67,10.04 kWh,30.03 kWh,15.14 kWh,9.22 kWh
IN-KL-ELC-11044590,Commercial,6,897,1.62,14,08-07-2022,28.79,92.09,0.0,4.0,0,0,1,224.68,0.84,53.45 kWh,81.71 kWh,44.09 kWh,31.88 kWh
IN-KL-ELC-17304347,Apartment,2,1366,6.91,16,01-06-2022,31.83,78.19,0.0,6.0,1,1,1,225.42,0.73,14.40 kWh,64.20 kWh,33.70 kWh,21.49 kWh
IN-KL-ELC-73723463,Commercial,4,1458,5.92,4,29-05-2022,32.1,67.93,7.2,9.0,1,1,1,212.35,0.79,13.70 kWh,55.35 kWh,28.55 kWh,17.88 kWh
IN-KL-ELC-55777727,Villa,4,1200,4.1,15,23-07-2022,31.45,75.19,5.27,22.0,0,0,1,230.31,0.9,-17.03 kWh,1.81 kWh,0.93 kWh,0.63 kWh
IN-KL-ELC-53274943,Commercial,8,1840,4.38,2,26-10-2023,25.9,66.38,4.37,14.0,0,0,0,232.21,0.86,55.46 kWh,93.82 kWh,51.51 kWh,33.68 kWh
IN-KL-ELC-77468427,Independent House,2,2188,6.76,11,06-01-2023,28.02,61.37,0.0,3.0,1,1,0,213.42,0.83,5.77 kWh,89.97 kWh,55.76 kWh,28.61 kWh
IN-KL-ELC-72017911,Villa,7,4721,14.07,3,16-03-2022,29.3,68.47,0.0,13.0,0,0,0,227.18,0.99,5.81 kWh,12.31 kWh,7.47 kWh,3.29 kWh
IN-KL-ELC-61224561,Commercial,8,698,1.5,4,12-12-2023,24.9,64.94,0.0,17.0,3,0,1,236.92,0.92,20.28 kWh,45.70 kWh,29.21 kWh,11.57 kWh
IN-KL-ELC-19870013,Apartment,1,3010,10.32,11,05-09-2022,30.54,83.42,0.0,3.0,2,0,0,241.29,0.83,17.24 kWh,48.53 kWh,25.49 kWh,13.60 kWh
IN-KL-ELC-98292135,Commercial,6,1343,4.11,8,05-09-2022,26.18,92.92,0.0,24.0,2,0,0,232.66,0.66,28.79 kWh,79.56 kWh,40.93 kWh,27.79 kWh
IN-KL-ELC-97154857,Apartment,5,4534,13.44,9,16-11-2022,28.13,62.73,4.82,2.0,3,0,1,225.72,0.79,-26.26 kWh,38.83 kWh,21.39 kWh,15.14 kWh
IN-KL-ELC-11080211,Commercial,6,4359,8.73,18,13-06-2022,30.25,92.83,2.67,13.0,4,0,0,225.55,0.68,56.23 kWh,200.00 kWh,98.13 kWh,63.01 kWh
IN-KL-ELC-47017355,Apartment,8,4919,14.46,14,21-05-2023,29.89,64.78,4.07,7.0,2,0,0,247.18,0.79,53.93 kWh,100.00 kWh,59.59 kWh,35.21 kWh
IN-KL-ELC-99871418,Commercial,4,3866,11.27,12,07-07-2022,28.74,88.11,5.04,12.0,3,0,1,231.08,0.91,21.34 kWh,29.43 kWh,16.51 kWh,10.92 kWh
IN-KL-ELC-10516001,Villa,7,684,1.89,11,23-04-2023,27.57,74.26,0.0,11.0,3,0,1,233.97,0.94,-28.64 kWh,24.77 kWh,13.45 kWh,6.71 kWh
IN-KL-ELC-93831305,Villa,6,1558,6.47,9,17-01-2022,24.64,48.31,0.0,5.0,0,0,0,229.26,0.84,52.57 kWh,89.75 kWh,53.12 kWh,23.94 kWh
IN-KL-ELC-92173730,Commercial,5,4252,13.77,12,05-08-2023,30.53,79.13,0.0,13.0,1,1,1,229.61,0.71,37.04 kWh,119.22 kWh,64.40 kWh,41.46 kWh
IN-KL-ELC-89389515,Commercial,4,3710,8.0,6,09-07-2023,26.46,82.24,0.0,18.0,4,0,0,235.92,0.74,30.71 kWh,136.14 kWh,75.97 kWh,47.85 kWh
IN-KL-ELC-34119117,Apartment,5,1509,5.92,13,02-04-2022,32.79,62.6,0.0,13.0,0,0,0,237.34,0.9,24.39 kWh,66.23 kWh,35.53 kWh,19.53 kWh
IN-KL-ELC-79023478,Villa,7,3016,10.78,12,04-09-2023,27.4,76.83,7.04,3.0,2,0,0,205.67,0.66,38.99 kWh,100.00 kWh,64.74 kWh,30.15 kWh
IN-KL-ELC-59468269,Commercial,4,4312,13.49,9,12-02-2023,29.27,62.62,5.16,10.0,0,0,0,228.71,0.81,24.41 kWh,49.52 kWh,26.05 kWh,18.11 kWh
IN-KL-ELC-50051885,Apartment,6,3668,9.17,11,25-11-2022,26.43,49.31,0.0,18.0,3,0,1,231.66,0.78,-18.57 kWh,12.10 kWh,6.09 kWh,3.67 kWh
IN-KL-ELC-44104720,Apartment,7,4615,15.0,19,20-09-2022,28.58,86.47,1.62,3.0,1,1,0,230.99,0.79,38.53 kWh,208.66 kWh,123.15 kWh,67.87 kWh
IN-KL-ELC-94553933,Commercial,8,549,13.0,15,19-02-2023,24.11,69.72,0.0,1.0,4,0,0,219.93,0.73,53.01 kWh,200.00 kWh,115.77 kWh,66.79 kWh
IN-KL-ELC-95030355,Apartment,5,611,14.17,1,09-11-2023,23.88,70.8,2.78,3.0,4,0,1,255.94,0.7,29.14 kWh,153.37 kWh,86.77 kWh,42.71 kWh
IN-KL-ELC-47191687,Independent House,7,4574,12.45,2,10-02-2023,25.88,55.17,0.0,2.0,4,0,0,230.02,0.66,50.10 kWh,200.00 kWh,117.35 kWh,46.32 kWh
IN-KL-ELC-73190814,Apartment,6,3537,9.01,17,07-06-2022,26.86,87.57,7.23,17.0,0,0,0,227.81,0.78,45.32 kWh,104.89 kWh,57.83 kWh,37.12 kWh
IN-KL-ELC-00130616,Apartment,7,524,2.35,14,26-08-2022,31.42,85.31,0.0,1.0,2,0,0,225.74,0.76,10.48 kWh,24.51 kWh,14.49 kWh,6.74 kWh
IN-KL-ELC-18100699,Apartment,7,3075,7.29,9,30-08-2023,30.44,84.06,5.19,7.0,0,0,0,234.78,0.84,44.70 kWh,101.84 kWh,58.29 kWh,37.32 kWh
IN-KL-ELC-65176852,Commercial,4,2870,10.06,3,22-12-2023,24.04,53.89,3.11,23.0,0,0,1,230.23,0.95,44.58 kWh,99.56 kWh,51.71 kWh,30.50 kWh
IN-KL-ELC-97823045,Villa,4,2090,6.44,2,15-05-2022,28.44,59.2,0.0,14.0,1,1,0,228.36,0.7,38.46 kWh,80.72 kWh,45.60 kWh,24.97 kWh
IN-KL-ELC-71377137,Independent House,6,1398,3.68,10,20-04-2022,33.93,77.52,0.0,21.0,1,1,0,222.69,0.81,22.69 kWh,30.99 kWh,17.84 kWh,9.36 kWh
IN-KL-ELC-93250724,Villa,4,1393,4.39,5,16-04-2023,35.68,66.33,0.0,5.0,3,0,1,240.08,0.93,-10.88 kWh,32.44 kWh,18.54 kWh,9.03 kWh
IN-KL-ELC-55173209,Villa,2,1795,4.41,9,25-01-2022,22.09,57.18,4.18,19.0,2,0,0,242.29,0.83,19.78 kWh,54.31 kWh,26.54 kWh,18.97 kWh
IN-KL-ELC-25439078,Commercial,2,1314,9.16,3,17-06-2023,27.77,79.83,0.0,9.0,4,0,0,235.58,0.74,56.25 kWh,200.00 kWh,130.31 kWh,52.59 kWh
IN-KL-ELC-17777345,Commercial,2,1386,13.88,19,20-02-2023,29.48,65.85,6.38,18.0,4,0,0,223.52,0.75,34.71 kWh,155.47 kWh,84.78 kWh,49.45 kWh
IN-KL-ELC-28105186,Villa,3,2217,7.61,18,14-04-2023,31.36,57.1,0.0,20.0,0,0,1,243.85,0.81,54.62 kWh,,51.16 kWh,29.35 kWh
IN-KL-ELC-09623846,Apartment,8,2933,8.19,7,17-05-2023,35.63,69.19,0.0,12.0,3,0,1,236.68,0.79,24.53 kWh,18.90 kWh,9.35 kWh,6.22 kWh
IN-KL-ELC-59286377,Commercial,7,1054,4.78,14,07-03-2023,30.43,63.79,0.0,9.0,2,0,0,228.43,0.69,52.44 kWh,100.00 kWh,55.81 kWh,31.91 kWh
IN-KL-ELC-07882328,Commercial,1,1312,4.95,12,18-07-2023,25.63,94.49,0.0,8.0,2,0,0,221.77,0.75,,21.10 kWh,12.66 kWh,5.34 kWh
IN-KL-ELC-00996161,Commercial,2,2911,7.44,15,24-10-2022,25.36,50.25,0.0,11.0,0,0,1,226.6,0.83,19.98 kWh,22.01 kWh,10.69 kWh,7.56 kWh
IN-KL-ELC-10192257,Apartment,8,4333,11.65,12,15-10-2022,22.24,58.14,0.0,23.0,0,0,1,231.38,0.95,-28.47 kWh,1.67 kWh,0.89 kWh,0.57 kWh
IN-KL-ELC-54133825,Apartment,5,2937,8.6,12,27-03-2023,34.8,77.44,2.11,17.0,0,0,0,229.11,0.79,36.65 kWh,79.78 kWh,45.77 kWh,22.70 kWh
IN-KL-ELC-85652971,Apartment,7,4858,14.25,1,08-10-2022,29.21,60.9,0.0,25.0,0,0,0,227.2,0.83,53.15 kWh,76.05 kWh,50.18 kWh,20.98 kWh
IN-KL-ELC-64047343,Commercial,1,2577,10.34,12,01-02-2022,26.2,68.37,0.0,12.0,2,0,0,235.08,0.86,39.02 kWh,100.00 kWh,51.91 kWh,35.69 kWh
IN-KL-ELC-25144141,Commercial,8,1712,5.76,18,19-04-2023,34.34,55.45,0.0,13.0,1,1,1,220.08,0.74,37.03 kWh,75.67 kWh,41.53 kWh,27.48 kWh
IN-KL-ELC-86404718,Independent House,5,4695,11.59,7,20-04-2022,33.74,60.38,0.0,19.0,0,0,0,232.64,0.79,8.15 kWh,13.80 kWh,7.77 kWh,4.07 kWh
IN-KL-ELC-51914894,Villa,3,1913,6.87,16,05-02-2022,24.13,46.36,0.0,5.0,0,0,1,234.83,0.92,-17.88 kWh,1.92 kWh,0.99 kWh,0.59 kWh
IN-KL-ELC-59173885,Apartment,7,1540,6.16,15,10-08-2023,23.68,86.97,6.69,10.0,2,0,0,204.85,0.79,41.94 kWh,100.00 kWh,64.42 kWh,28.70 kWh
IN-KL-ELC-66862690,Independent House,8,2727,8.88,1,15-08-2022,25.66,89.59,0.0,17.0,1,1,0,225.92,0.79,6.83 kWh,134.73 kWh,83.19 kWh,34.45 kWh
IN-KL-ELC-74705449,Independent House,4,4759,15.0,11,28-07-2023,31.28,84.35,4.4,24.0,0,0,1,235.55,0.83,17.12 kWh,25.97 kWh,14.94 kWh,9.41 kWh
IN-KL-ELC-05337355,Independent House,3,1418,4.05,10,03-03-2023,32.82,60.59,0.0,21.0,0,0,0,229.83,0.94,25.44 kWh,46.87 kWh,28.76 kWh,11.93 kWh
IN-KL-ELC-76470816,Commercial,3,2728,8.25,7,13-10-2023,22.64,64.69,0.0,5.0,1,1,0,222.94,0.75,31.69 kWh,115.14 kWh,63.11 kWh,36.34 kWh
IN-KL-ELC-78021860,Apartment,6,1989,6.06,3,16-09-2022,31.8,85.73,3.14,2.0,0,0,0,235.96,0.97,54.74 kWh,115.87 kWh,64.39 kWh,33.44 kWh
IN-KL-ELC-41064762,Commercial,5,3527,12.39,5,09-03-2022,34.68,57.12,0.0,23.0,1,1,0,231.97,0.84,33.42 kWh,125.32 kWh,70.05 kWh,37.13 kWh
IN-KL-ELC-11052727,Commercial,6,1172,10.9,16,05-03-2023,28.74,67.74,1.93,9.0,4,0,0,224.41,0.71,55.79 kWh,194.05 kWh,113.55 kWh,49.13 kWh
IN-KL-ELC-12240829,Apartment,3,1687,6.28,13,26-01-2023,22.0,59.49,0.0,7.0,2,0,0,225.19,0.67,47.62 kWh,100.00 kWh,59.27 kWh,33.53 kWh
IN-KL-ELC-49243834,Commercial,6,1504,4.87,19,18-09-2023,31.79,84.24,4.53,18.0,1,1,0,226.24,0.71,27.96 kWh,64.57 kWh,39.82 kWh,16.93 kWh
IN-KL-ELC-43925290,Independent House,2,3081,8.37,5,22-05-2022,31.39,68.6,0.0,1.0,3,0,1,228.8,0.87,-12.37 kWh,35.58 kWh,18.27 kWh,10.21 kWh
IN-KL-ELC-59060298,Apartment,6,4469,14.04,18,25-12-2023,26.16,47.33,0.0,15.0,1,1,0,226.99,0.83,41.51 kWh,165.42 kWh,110.53 kWh,45.73 kWh
